"study_day"	"subject"	"diet_name"	"total_mg"	"total_kcal"	"total_mg_dry"	"probiotic"	"fiber"	"steroid"	"antibiotic"	"antidiarrheal"	"bristol_mean"	"holding"	"pair_access"	"warb_status"	"keeper_note"	"Subj_Certainty"	"Sex"	"subject_age"	"SampleID"	"CollectionDate"	"SampleNotes"	"ExtractID"	"ExtractDate"	"ExtractKit"	"ExtractedBy"	"ExtractNotes"	"SequenceID"	"LibraryCode"	"LibPrepKit"	"FlowCellType"	"FlowCellSerial"	"FlongleAdapter"	"SeqDevice"	"protein_fed"	"fat_fed"	"CHO_fed"	"mineral_fed"	"Omega_3"	"Omega_6"	"Methionine"	"Taurine"	"Calcium_Ca"	"Magnesium_Mg"	"Phosphorus_P"	"Potassium_K"	"Copper_Cu"	"Iodine_I"	"Iron_Fe"	"Manganese_Mn"	"Zinc_Zn"	"Acid_Detergent_Fiber"	"Neutral_Detergent_Fiber"	"Total_Dietary_Fiber"	"Water_Soluble_Carbohydrates"	"Crude_Fiber"	"Starch"	"Beta_Carotene"	"Lycopene"	"Choline"	"Folic_Acid_Vitamin_B9"	"Vitamin_B1_Thiamin"	"Vitamin_B2_Riboflavin"	"Vitamin_B3_Niacin"	"Vitamin_B5_Pantothenic_Acid"	"Vitamin_B6_Pyridoxine"	"Vitamin_B7_Biotin"	"Vitamin_B12_Cobalamin"	"Vitamin_C_Ascorbic_Acid"	"Vitamin_A"	"Vitamin_D3_Cholecalciferol"	"Vitamin_E"	"Vitamin_K"	"Biscuit"	"Gum_Arabic"	"Invertebrates"	"Protein_Rotation"	"Seasonal_Veggie_Rotation"	"Oat_Gel"	"subject_day"
182	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	NA	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-368"	2024-04-24	""	"hdz-368-e1"	2024-08-08	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-368-s214"	"hdz10"	"NA"	"NA"	"AXK913"	NA	"NA"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_182"
183	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-362"	2024-04-25	""	"hdz-362-e1"	2024-08-07	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-362-s208"	"hdz10"	"NA"	"NA"	"AXK913"	NA	"NA"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_183"
184	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-356"	2024-04-26	""	"hdz-356-e1"	2024-07-22	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-356-s179"	"hdz8"	"SQK-16S114-24"	"FLO-FLG114"	"AVP307"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_184"
185	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-450"	2024-04-27	""	"hdz-450-e1"	2024-08-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-450-s322"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_185"
185	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-451"	2024-04-27	""	"hdz-451-e1"	2024-08-28	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-451-s343"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_185"
187	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	12.5	0	5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-452"	2024-04-29	""	"hdz-452-e1"	2024-08-28	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-452-s344"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_187"
187	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-453"	2024-04-29	""	"hdz-453-e1"	2024-08-28	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-453-s345"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_187"
188	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-449"	2024-04-30	""	"hdz-449-e1"	2024-08-15	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-449-s299"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_188"
189	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-448"	2024-05-01	""	"hdz-448-e1"	2024-08-15	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-448-s298"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_189"
191	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	12.5	0	5.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-438"	2024-05-03	""	"hdz-438-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-438-s275"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_191"
191	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-439"	2024-05-03	""	"hdz-439-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-439-s276"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_191"
192	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	12.5	0	5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-437"	2024-05-04	""	"hdz-437-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-437-s253"	"hdz11"	"NA"	"NA"	"AVN953"	NA	"NA"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_192"
192	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-432"	2024-05-04	""	"hdz-432-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-432-s228"	"hdz10"	"NA"	"NA"	"AXK913"	NA	"NA"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_192"
195	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	NA	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-433"	2024-05-07	""	"hdz-433-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-433-s229"	"hdz10"	"NA"	"NA"	"AXK913"	NA	"NA"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_195"
195	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-431"	2024-05-07	""	"hdz-431-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-431-s227"	"hdz10"	"NA"	"NA"	"AXK913"	NA	"NA"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_195"
196	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-426"	2024-05-08	""	"hdz-426-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-426-s226"	"hdz10"	"NA"	"NA"	"AXK913"	NA	"NA"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_196"
196	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-425"	2024-05-08	""	"hdz-425-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-425-s225"	"hdz10"	"NA"	"NA"	"AXK913"	NA	"NA"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_196"
197	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-440"	2024-05-09	""	"hdz-440-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-440-s293"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_197"
198	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-444"	2024-05-10	""	"hdz-444-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-444-s296"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_198"
199	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	6	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-430"	2024-05-11	""	"hdz-430-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-430-s292"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_199"
200	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	6	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-442"	2024-05-12	""	"hdz-442-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-442-s294"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_200"
200	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-443"	2024-05-12	""	"hdz-443-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-443-s295"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_200"
201	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-445"	2024-05-13	""	"hdz-445-e1"	2024-08-15	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-445-s297"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_201"
201	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	"health: weight = 467 g"	"yes"	"F"	7	"hdz-424"	2024-05-13	""	"hdz-424-e1"	2024-08-06	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-424-s224"	"hdz10"	"NA"	"NA"	"AXK913"	NA	"NA"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_201"
202	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	"hdz-166"	2024-05-14	""	"hdz-166-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-166-s197"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_202"
202	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-165"	2024-05-14	""	"hdz-165-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-165-s196"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_202"
221	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-214"	2024-06-02	""	"hdz-214-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-214-s251"	"hdz11"	"NA"	"NA"	"AVN953"	NA	"NA"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_221"
222	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-446"	2024-06-03	""	"hdz-446-e1"	2024-08-28	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-446-s341"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_222"
223	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-436"	2024-06-04	""	"hdz-436-e1"	2024-09-04	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-436-e1-s357"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_223"
224	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-447"	2024-06-05	""	"hdz-447-e1"	2024-08-28	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-447-s342"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_224"
225	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-189"	2024-06-06	""	"hdz-189-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-189-s200"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_225"
226	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-427"	2024-06-07	""	"hdz-427-e1"	2024-08-30	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-427-e1-s353"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_226"
227	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-475"	2024-06-08	""	"hdz-475-e1"	2024-09-24	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-475-s377"	"hdz17"	"SQK-16S114-24"	"FLO-FLG114"	"AWD070"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_227"
228	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-441"	2024-06-09	""	"hdz-441-e1"	2024-08-28	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-441-s340"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_228"
