"SequenceID"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"ExtractID"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"SampleID"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"Bristol"	"SampleTime"	"SampleStabilizer"	"CollectionDate"	"Subject"	"Subj_Certainty"
"BUD-46-MGE-S81"	"cm005"	12	12	"DNA1-BUD-46-MGE"	1	NA	NA	3.02	31989	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-12-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"BUD-46-MGE"	"DNA Extracts 8"	""	3.3	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-24	"Buddy"	"yes"
"PAD-5-MGE-S82"	"cm005"	13	13	"DNA1-PAD-5-MGE"	1	NA	NA	5.8	14786	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"PAD-5-MGE"	"DNA Extracts 8"	""	2.4	"SA"	""	4	800	"Molecular Grade (96%) Ethanol"	2023-03-14	"Padme"	"yes"
"KOR-6-DRS-S83"	"cm005"	14	14	"DNA1-KOR-6-DRS"	1	NA	NA	3.15	30636	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"KOR-6-DRS"	"DNA Extracts 8"	""	3.3	"SA"	""	4	800	"DNA/RNA Shield"	2023-03-15	"Korra"	"yes"
"KOR-6-MGE-S84"	"cm005"	15	15	"DNA1-KOR-6-MGE"	1	NA	NA	6.9	12850	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"KOR-6-MGE"	"DNA Extracts 8"	""	2.7	"SA"	""	4	800	"Molecular Grade (96%) Ethanol"	2023-03-15	"Korra"	"yes"
"IRI-7-DRS-S85"	"cm005"	16	16	"DNA1-IRI-7-DRS"	1	NA	NA	6.6	12825	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IRI-7-DRS"	"DNA Extracts 8"	""	13	"SA"	""	2	800	"DNA/RNA Shield"	2023-03-16	"Iris"	"yes"
"IRI-7-MGE-S86"	"cm005"	17	17	"DNA1-IRI-7-MGE"	1	NA	NA	6.3	14675	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IRI-7-MGE"	"DNA Extracts 8"	""	5.5	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-16	"Iris"	"yes"
"GIN-7-DRS-S87"	"cm005"	18	18	"DNA1-GIN-7-DRS"	1	NA	NA	6.2	13631	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GIN-7-DRS"	"DNA Extracts 8"	""	19	"SA"	""	3	730	"DNA/RNA Shield"	2023-03-16	"Ginger"	"yes"
"GIN-7-MGE-S88"	"cm005"	19	19	"DNA1-GIN-7-MGE"	1	NA	NA	6.6	14332	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GIN-7-MGE"	"DNA Extracts 8"	""	15	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-16	"Ginger"	"yes"
"JOA-21-MGE-S89"	"cm005"	20	20	"DNA1-JOA-21-MGE"	1	NA	NA	5.3	13550	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JOA-21-MGE"	"DNA Extracts 8"	""	7.8	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-30	"Joans"	"yes"
"IVY-24-MGE-S90"	"cm005"	21	21	"DNA1-IVY-24-MGE"	1	NA	NA	6.5	14762	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IVY-24-MGE"	"DNA Extracts 8"	""	2.3	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-02	"Ivy"	"yes"
"MAR-24-DRS-S91"	"cm005"	22	22	"DNA1-MAR-24-DRS"	1	NA	NA	5.2	16132	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"MAR-24-DRS"	"DNA Extracts 8"	""	4.9	"SA"	""	2	730	"DNA/RNA Shield"	2023-04-02	"Marshmallow"	"yes"
"IVY-24-DRS-S92"	"cm005"	23	23	"DNA1-IVY-24-DRS"	1	NA	NA	5.8	16310	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IVY-24-DRS"	"DNA Extracts 8"	""	1.2	"SA"	""	2	730	"DNA/RNA Shield"	2023-04-02	"Ivy"	"yes"
"NTC5-CTRL"	"cm005"	24	24	""	NA	NA	NA	NA	17	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OPH-37-MGE-S93"	"cm006"	1	1	"DNA1-OPH-37-MGE"	NA	NA	NA	NA	9113	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"OPH-37-MGE"	"DNA Extracts 8"	""	33	"SA"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-04-15	"Ophelia"	"yes"
"GRO-37-MGE-S94"	"cm006"	2	2	"DNA1-GRO-37-MGE"	NA	NA	NA	NA	8453	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-02	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GRO-37-MGE"	"DNA Extracts 8"	""	78	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Grogu"	"yes"
"OPH-55-MGE-S95"	"cm006"	3	3	"DNA1-OPH-55-MGE"	NA	NA	NA	NA	9558	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-02	"SA"	"Quick-DNA Fecal/Soil Microbe"	"OPH-55-MGE"	"DNA Extracts 9"	""	21	"SA/GR"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-05-03	"Ophelia"	"yes"
"GIN-55-DRS-S96"	"cm006"	4	4	"DNA1-GIN-55-DRS"	NA	NA	NA	NA	9793	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-02	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GIN-55-DRS"	"DNA Extracts 9"	""	5.3	"SA/GR"	""	3	800	"DNA/RNA Shield"	2023-05-03	"Ginger"	"yes"
"GIN-55-MGE-S97"	"cm006"	5	5	"DNA1-GIN-55-MGE"	NA	NA	NA	NA	6627	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-02	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GIN-55-MGE"	"DNA Extracts 9"	""	15	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-05-03	"Ginger"	"yes"
"BUD-56-MGE-S98"	"cm006"	6	6	"DNA1-BUD-56-MGE"	NA	NA	NA	NA	7963	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-02	"SA"	"Quick-DNA Fecal/Soil Microbe"	"BUD-56-MGE"	"DNA Extracts 9"	""	34	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-05-04	"Buddy"	"yes"
"GOO-58-MGE-S99"	"cm006"	7	7	"DNA1-GOO-58-MGE"	NA	NA	NA	NA	6750	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-02	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GOO-58-MGE"	"DNA Extracts 9"	""	1.7	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-05-06	"Goose"	"yes"
"OPH-59-MGE-S100"	"cm006"	8	8	"DNA1-OPH-59-MGE"	NA	NA	NA	NA	8986	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-02	"SA"	"Quick-DNA Fecal/Soil Microbe"	"OPH-59-MGE"	"DNA Extracts 9"	""	52	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-05-07	"Ophelia"	"yes"
"IRI-60-MGE-S101"	"cm006"	9	9	"DNA1-IRI-60-MGE"	NA	NA	NA	NA	11573	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-02	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IRI-60-MGE"	"DNA Extracts 9"	""	34	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-05-08	"Iris"	"yes"
"MAR-60-MGE-S102"	"cm006"	10	10	"DNA1-MAR-60-MGE"	NA	NA	NA	NA	9605	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-02	"SA"	"Quick-DNA Fecal/Soil Microbe"	"MAR-60-MGE"	"DNA Extracts 9"	""	71	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-05-08	"Marshmallow"	"yes"
"IVY-9-MGE-S103"	"cm006"	11	11	"DNA1-IVY-9-MGE"	NA	NA	NA	NA	10538	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IVY-9-MGE"	"DNA Extracts 9"	""	9.6	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-18	"Ivy"	"yes"
"HEN-9-DRS-S104"	"cm006"	12	12	"DNA1-HEN-9-DRS"	NA	NA	NA	NA	8191	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HEN-9-DRS"	"DNA Extracts 9"	""	6.9	"SA"	""	3	800	"DNA/RNA Shield"	2023-03-18	"Henry"	"yes"
"HEN-9-MGE-S105"	"cm006"	13	13	"DNA1-HEN-9-MGE"	NA	NA	NA	NA	8563	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HEN-9-MGE"	"DNA Extracts 9"	""	8	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-03-18	"Henry"	"yes"
"HER-14-MGE-S106"	"cm006"	14	14	"DNA1-HER-14-MGE"	NA	NA	NA	NA	10100	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HER-14-MGE"	"DNA Extracts 9"	""	26	"SA/GR"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-03-23	"Hera"	"yes"
"WOL-14-MGE-S107"	"cm006"	15	15	"DNA1-WOL-14-MGE"	NA	NA	NA	NA	7332	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"WOL-14-MGE"	"DNA Extracts 9"	""	40	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-23	"Wolverine"	"yes"
"KUB-37-MGE-S108"	"cm006"	16	16	"DNA1-KUB-37-MGE"	NA	NA	NA	NA	6139	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"KUB-37-MGE"	"DNA Extracts 9"	""	2.8	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-15	"Kubo"	"yes"
"JAR-50-MGE-S109"	"cm006"	17	17	"DNA1-JAR-50-MGE"	NA	NA	NA	NA	6147	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JAR-50-MGE"	"DNA Extracts 9"	""	10	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-28	"JarJar BINKS"	"yes"
"CHA-50-MGE-S110"	"cm006"	18	18	"DNA1-CHA-50-MGE"	NA	NA	NA	NA	10410	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"CHA-50-MGE"	"DNA Extracts 9"	""	3.1	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-28	"Charles"	"yes"
"FRA-56-MGE-S111"	"cm006"	19	19	"DNA1-FRA-56-MGE"	NA	NA	NA	NA	11002	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"FRA-56-MGE"	"DNA Extracts 9"	""	28	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-05-04	"Franc"	"yes"
"GOO-37-MGE-S112"	"cm006"	20	20	"DNA1-GOO-37-MGE"	NA	NA	NA	NA	10545	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GOO-37-MGE"	"DNA Extracts 9"	""	28	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Goose"	"yes"
"OPH-48-MGE-S113"	"cm006"	21	21	"DNA1-OPH-48-MGE"	NA	NA	NA	NA	9202	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"OPH-48-MGE"	"DNA Extracts 9"	""	91	"SA/GR"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-04-26	"Ophelia"	"yes"
"FRA-48-MGE-S114"	"cm006"	22	22	"DNA1-FRA-48-MGE"	NA	NA	NA	NA	9896	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"FRA-48-MGE"	"DNA Extracts 9"	""	21	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-26	"Franc"	"yes"
"WOL-49-MGE-S115"	"cm006"	23	23	"DNA1-WOL-49-MGE"	NA	NA	NA	NA	9219	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"WOL-49-MGE"	"DNA Extracts 9"	""	14	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-27	"Wolverine"	"yes"
"CM-NTC-006-CTRL"	"cm006"	24	24	""	NA	NA	NA	NA	1	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CHA-49-MGE-S116"	"cm007"	1	1	"DNA1-CHA-49-MGE"	NA	NA	NA	NA	7456	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"CHA-49-MGE"	"DNA Extracts 9"	""	84	"SA"	""	5	800	"Molecular Grade (96%) Ethanol"	2023-04-27	"Charles"	"yes"
"LAM-50-MGE-S117"	"cm007"	2	2	"DNA1-LAM-50-MGE"	NA	NA	NA	NA	7804	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"LAM-50-MGE"	"DNA Extracts 9"	""	3	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-28	"Lambchop"	"yes"
"BUD-50-MGE-S118"	"cm007"	3	3	"DNA1-BUD-50-MGE"	NA	NA	NA	NA	9086	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"BUD-50-MGE"	"DNA Extracts 9"	""	1.2	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-28	"Buddy"	"yes"
"JOA-51-MGE-S119"	"cm007"	4	4	"DNA1-JOA-51-MGE"	NA	NA	NA	NA	12058	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JOA-51-MGE"	"DNA Extracts 9"	""	54	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-29	"Joans"	"yes"
"LAM-37-MGE-S120"	"cm007"	5	5	"DNA1-LAM-37-MGE"	NA	NA	NA	NA	10159	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-04	"SA"	"Quick-DNA Fecal/Soil Microbe"	"LAM-37-MGE"	"DNA Extracts 9"	""	88	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Lambchop"	"yes"
"GOO-44-MGE-S121"	"cm007"	6	6	"DNA1-GOO-44-MGE"	NA	NA	NA	NA	8953	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-04	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GOO-44-MGE"	"DNA Extracts 9"	""	2.3	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-22	"Goose"	"yes"
"JOA-44-MGE-S122"	"cm007"	7	7	"DNA1-JOA-44-MGE"	NA	NA	NA	NA	9629	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-04	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JOA-44-MGE"	"DNA Extracts 9"	""	64	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-22	"Joans"	"yes"
"IVY-46-MGE-S123"	"cm007"	8	8	"DNA1-IVY-46-MGE"	NA	NA	NA	NA	8188	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-04	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IVY-46-MGE"	"DNA Extracts 9"	""	2.4	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-24	"Ivy"	"yes"
"KUB-48-MGE-S124"	"cm007"	9	9	"DNA1-KUB-48-MGE"	NA	NA	NA	NA	9961	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-04	"SA"	"Quick-DNA Fecal/Soil Microbe"	"KUB-48-MGE"	"DNA Extracts 9"	""	90	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-26	"Kubo"	"yes"
