superkingdom	phylum	class	order	family	genus	species	taxid	accession	label
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sanarellii	txid633415	NR_116584.1	NR_116584.1 Aeromonas sanarellii strain A2-67 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas taiwanensis	txid633417	NR_116585.1	NR_116585.1 Aeromonas taiwanensis strain A2-50 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	Succinatimonas hippei	txid762983	NR_113274.1	NR_113274.1 Succinatimonas hippei YIT 12066 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella litorisediminis	txid1173586	NR_169448.1	NR_169448.1 Shewanella litorisediminis strain SMK1-12 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sedimentimangrovi	txid2814293	NR_181445.1	NR_181445.1 Shewanella sedimentimangrovi strain FJAT-52962 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium hominis	txid2718	NR_025934.1	NR_025934.1 Cardiobacterium hominis strain 6573 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium valvarum	txid194702	NR_028847.1	NR_028847.1 Cardiobacterium valvarum strain MDA3079 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Chromatocurvus	Chromatocurvus halotolerans	txid1132028	NR_115058.1	NR_115058.1 Chromatocurvus halotolerans strain EG19 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Haliea	Haliea atlantica	txid1548455	NR_137377.1	NR_137377.1 Haliea atlantica strain SM1351 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	Halioglobus pacificus	txid930806	NR_113279.1	NR_113279.1 Halioglobus pacificus strain S1-72 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacter	Spongiibacter pelagi	txid2760804	NR_179344.1	NR_179344.1 Spongiibacter pelagi strain KMU-158 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium	Halochromatium glycolicum	txid85075	NR_044896.1	NR_044896.1 Halochromatium glycolicum strain BN 3201 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium litoris	txid526714	NR_133046.1	NR_133046.1 Marichromatium litoris strain JA349 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Phaeochromatium	Phaeochromatium fluminis	txid560361	NR_116907.1	NR_116907.1 Phaeochromatium fluminis strain JA418 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa	Thiocapsa imhoffii	txid382777	NR_115810.1	NR_115810.1 Thiocapsa imhoffii strain SC5 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiodictyon	Thiodictyon bacillosum	txid53393	NR_044364.1	NR_044364.1 Thiodictyon bacillosum strain DSM 234 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	Thiohalocapsa halophila	txid69359	NR_028863.1	NR_028863.1 Thiohalocapsa halophila strain 4270 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiorhodococcus	Thiorhodococcus kakinadensis	txid390879	NR_042526.1	NR_042526.1 Thiorhodococcus kakinadensis strain JA130 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiospirillum	Thiospirillum jenense	txid1653858	NR_173628.1	NR_173628.1 Thiospirillum jenense strain DSM 216 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter	Acidihalobacter aeolianus	txid2792603	NR_178345.1	NR_178345.1 Acidihalobacter aeolianus strain V6 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter	Acidihalobacter prosperus	txid160660	NR_178346.1	NR_178346.1 Acidihalobacter prosperus strain DSM 5130 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodospira	Ectothiorhodospira mobilis	txid195064	NR_125567.1	NR_125567.1 Ectothiorhodospira mobilis strain DSM 237 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalbus	Thioalbus denitrificans	txid547122	NR_122087.1	NR_122087.1 Thioalbus denitrificans strain Su4 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio denitrificans	txid108003	NR_028745.1	NR_028745.1 Thioalkalivibrio denitrificans strain ALJD 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sulfidiphilus	txid1033854	NR_074692.1	NR_074692.1 Thioalkalivibrio sulfidiphilus strain HL-EbGR7 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio thiocyanodenitrificans	txid713586	NR_042862.1	NR_042862.1 Thioalkalivibrio thiocyanodenitrificans ARhD 1 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thiohalomonas	Thiohalomonas nitratireducens	txid397271	NR_043974.1	NR_043974.1 Thiohalomonas nitratireducens strain HRhD 3sp 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thiohalospira	Thiohalospira alkaliphila	txid476279	NR_044427.1	NR_044427.1 Thiohalospira alkaliphila strain ALgr 6sp 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Sulfuriflexus	Sulfuriflexus mobilis	txid1811807	NR_152000.1	NR_152000.1 Sulfuriflexus mobilis strain aks1 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thiohalophilus	Thiohalophilus thiocyanatoxydans	txid381308	NR_043875.1	NR_043875.1 Thiohalophilus thiocyanatoxydans strain HRhD 2 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioprofundaceae	Thioprofundum	Thioprofundum hispidum	txid394805	NR_112620.1	NR_112620.1 Thioprofundum hispidum strain gps61 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioprofundaceae	Thioprofundum	Thioprofundum lithotrophicum	txid571898	NR_112829.1	NR_112829.1 Thioprofundum lithotrophicum strain 106 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Woeseiaceae	Woeseia	Woeseia oceani	txid1548547	NR_147719.1	NR_147719.1 Woeseia oceani strain XK5 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	unclassified Chromatiales family	Thiohalobacter	Thiohalobacter thiocyanaticus	txid585455	NR_116699.1	NR_116699.1 Thiohalobacter thiocyanaticus strain HRh1 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Leminorella	Leminorella grimontii	txid82981	NR_025333.1	NR_025333.1 Leminorella grimontii strain 81H-380. 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Limnobaculum	Limnobaculum parvum	txid2172103	NR_176501.1	NR_176501.1 Limnobaculum parvum strain HYN0051 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Pragia	Pragia fontium	txid82985	NR_025335.1	NR_025335.1 Pragia fontium strain DSM 5563 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter	Atlantibacter hermannii	txid565	NR_104940.1	NR_104940.1 Atlantibacter hermannii strain CIP 103176 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter	Atlantibacter subterranea	txid255519	NR_115224.1	NR_115224.1 Atlantibacter subterraneus strain FRCl 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella agrestis	txid1006004	NR_041968.1	NR_041968.1 Buttiauxella agrestis ATCC 33320 strain DSM 4586 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella ferragutiae	txid82989	NR_025329.1	NR_025329.1 Buttiauxella ferragutiae strain DSM 9390 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella gaviniae	txid82990	NR_025330.1	NR_025330.1 Buttiauxella gaviniae strain S1/1-984 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella massiliensis	txid2831590	NR_181726.1	NR_181726.1 Buttiauxella massiliensis strain Marseille-P9829 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella noackiae	txid82992	NR_036919.1	NR_036919.1 Buttiauxella noackiae strain NSW 11 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea lapagei	txid158823	NR_126317.1	NR_126317.1 Cedecea lapagei strain DSM 4587 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter amalonaticus	txid35703	NR_104823.1	NR_104823.1 Citrobacter amalonaticus strain CECT 863 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter braakii	txid57706	NR_028687.1	NR_028687.1 Citrobacter braakii strain 167 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter cronae	txid1748967	NR_170426.1	NR_170426.1 Citrobacter cronae strain Tue2_1 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter europaeus	txid1914243	NR_156052.1	NR_156052.1 Citrobacter europaeus strain 97/79 16S ribosomal RNA, complete sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter farmeri	txid67824	NR_024861.1	NR_024861.1 Citrobacter farmeri strain CDC 2991-81 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	txid1006003	NR_028894.1	NR_028894.1 Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter gillenii	txid67828	NR_041697.1	NR_041697.1 Citrobacter gillenii strain CDC 4693-86 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri	txid545	NR_117751.1	NR_117751.1 Citrobacter koseri strain LMG 5519 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter murliniae	txid67829	NR_028688.1	NR_028688.1 Citrobacter murliniae strain CDC 2970-59 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter pasteurii	txid1563222	NR_178769.1	NR_178769.1 Citrobacter pasteurii strain CIP 55.13 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter rodentium	txid67825	NR_028685.1	NR_028685.1 Citrobacter rodentium strain DO 14784 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sedlakii	txid67826	NR_028686.1	NR_028686.1 Citrobacter sedlakii strain I-75 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter telavivensis	txid2653932	NR_180890.1	NR_180890.1 Citrobacter telavivensis strain 6105 16S ribosomal RNA, complete sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter tructae	txid2562449	NR_180641.1	NR_180641.1 Citrobacter tructae strain SNU WT2 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter werkmanii	txid67827	NR_024862.1	NR_024862.1 Citrobacter werkmanii strain CDC 0876-58 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter youngae	txid133448	NR_041527.1	NR_041527.1 Citrobacter youngae strain GTC 1314 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Edaphovirga	Edaphovirga cremea	txid2267246	NR_165712.1	NR_165712.1 Edaphovirga cremea strain SYP-B2100 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae	txid61645	NR_024640.1	NR_024640.1 Enterobacter asburiae strain JCM6051 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter bugandensis	txid881260	NR_148649.1	NR_148649.1 Enterobacter bugandensis strain 247BMC 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cancerogenus	txid69218	NR_116756.1	NR_116756.1 Enterobacter cancerogenus strain LMG 2693 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter chengduensis	txid2494701	NR_179167.1	NR_179167.1 Enterobacter chengduensis strain WCHECl-C4 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter chuandaensis	txid2497875	NR_180237.1	NR_180237.1 Enterobacter chuandaensis strain 090028 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	txid69219	NR_118011.1	NR_118011.1 Enterobacter cloacae subsp. dissolvens strain ATCC 23373 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	txid1296536	NR_126208.1	NR_126208.1 Enterobacter hormaechei subsp. xiangfangensis strain 10-17 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter huaxiensis	txid2494702	NR_180236.1	NR_180236.1 Enterobacter huaxiensis strain 090008 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei	txid208224	NR_028993.1	NR_028993.1 Enterobacter kobei strain CIP 105566 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter ludwigii	txid299767	NR_042349.1	NR_042349.1 Enterobacter ludwigii strain EN-119 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter mori	txid539813	NR_146667.2	NR_146667.2 Enterobacter mori strain YIM Hb-3 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter quasihormaechei	txid2529382	NR_180451.1	NR_180451.1 Enterobacter quasihormaechei strain WCHEs120003 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter quasiroggenkampii	txid2497436	NR_179166.1	NR_179166.1 Enterobacter quasiroggenkampii strain WCHECL1060 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sichuanensis	txid2071710	NR_179946.1	NR_179946.1 Enterobacter sichuanensis strain WCHECL1597 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter soli	txid1354262	NR_117547.1	NR_117547.1 Enterobacter soli ATCC BAA-2102 strain LF7 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter wuhouensis	txid2529381	NR_180450.1	NR_180450.1 Enterobacter wuhouensis strain WCHEs120002 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia albertii	txid208962	NR_025569.1	NR_025569.1 Escherichia albertii strain Albert 19982 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	txid562	NR_114042.1	NR_114042.1 Escherichia coli strain NBRC 102203 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia fergusonii	txid585054	NR_074902.1	NR_074902.1 Escherichia fergusonii ATCC 35469 16S ribosomal RNA, complete sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia marmotae	txid1499973	NR_136472.1	NR_136472.1 Escherichia marmotae strain HT073016 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Intestinirhabdus	Intestinirhabdus alba	txid2899544	NR_180509.1	NR_180509.1 Intestinirhabdus alba strain BIT-B35 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Jejubacter	Jejubacter calystegiae	txid2579935	NR_180558.1	NR_180558.1 Jejubacter calystegiae strain KSNA2 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes	txid1028307	NR_102493.2	NR_102493.2 Klebsiella aerogenes KCTC 2190 16S ribosomal RNA, complete sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella africana	txid2489010	NR_180233.1	NR_180233.1 Klebsiella africana strain SB5857 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella grimontii	txid2058152	NR_159317.1	NR_159317.1 Klebsiella grimontii strain SB73 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis	txid1134687	NR_118335.1	NR_118335.1 Klebsiella michiganensis strain W14 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	txid571	NR_118853.1	NR_118853.1 Klebsiella oxytoca strain ATCC 13182 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pasteurii	txid2587529	NR_180640.1	NR_180640.1 Klebsiella pasteurii strain SPARK836C1 16S ribosomal RNA, complete sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	txid573	NR_117683.1	NR_117683.1 Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae	txid1463164	NR_134063.1	NR_134063.1 Klebsiella quasipneumoniae subsp. similipneumoniae strain 07A044 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasivariicola	txid2026240	NR_181901.1	NR_181901.1 Klebsiella quasivariicola strain KPN1705 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	txid244366	NR_025635.1	NR_025635.1 Klebsiella variicola strain F2R9 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera ascorbata	txid1006000	NR_028677.1	NR_028677.1 Kluyvera ascorbata ATCC 33433 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera cryocrescens	txid580	NR_028803.1	NR_028803.1 Kluyvera cryocrescens strain 12993 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera georgiana	txid73098	NR_024883.1	NR_024883.1 Kluyvera georgiana strain ATCC 51603 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera intermedia	txid61648	NR_112007.1	NR_112007.1 Kluyvera intermedia strain JCM1238 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera sichuanensis	txid2725494	NR_181179.1	NR_181179.1 Kluyvera sichuanensis strain 090646 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia cowanii	txid1300165	NR_025566.1	NR_025566.1 Kosakonia cowanii JCM 10956 = DSM 18146 strain 888-76 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia oryzae	txid497725	NR_116033.1	NR_116033.1 Kosakonia oryzae strain Ola 51 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia oryzendophytica	txid1005665	NR_125586.1	NR_125586.1 Kosakonia oryzendophytica strain REICA_082 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia oryziphila	txid1005667	NR_125587.1	NR_125587.1 Kosakonia oryziphila strain REICA_142 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia quasisacchari	txid2529380	NR_169476.1	NR_169476.1 Kosakonia quasisacchari strain WCHEs120001 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia sacchari	txid1158459	NR_118333.1	NR_118333.1 Kosakonia sacchari strain SP1 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata	txid83655	NR_104933.1	NR_104933.1 Leclercia adecarboxylata strain CIP 82.92 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia pneumoniae	txid2815358	NR_181872.1	NR_181872.1 Leclercia pneumoniae strain 49125 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia amnigena	txid61646	NR_024642.1	NR_024642.1 Lelliottia amnigena strain JCM1237 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia aquatilis	txid2080838	NR_179968.1	NR_179968.1 Lelliottia aquatilis strain 6331-17 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia jeotgali	txid1907578	NR_179018.1	NR_179018.1 Lelliottia jeotgali strain PFL01 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Phytobacter	Phytobacter palmae	txid1855371	NR_179034.1	NR_179034.1 Phytobacter palmae strain S29 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudenterobacter	Pseudenterobacter timonensis	txid1755099	NR_179439.1	NR_179439.1 Pseudenterobacter timonensis strain mt20 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Pseudescherichia vulneris	txid566	NR_114080.1	NR_114080.1 Pseudescherichia vulneris strain NBRC 102420 16S ribosomal RNA, partial sequence
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudocitrobacter	Pseudocitrobacter faecalis	txid1398493	NR_125691.1	NR_125691.1 Pseudocitrobacter faecalis strain C138 16S ribosomal RNA, partial sequence
